SeriesNumber,DumpNumber,EventTriggerID
23231216145300,25,43623
23231216145300,25,44279
23231216145300,25,44291
23231216145300,25,44353
23231216145300,26,44510
23231216145300,26,44743
23231216145300,26,44863
23231216145300,26,45455
23231216145300,26,45997
23231216145300,26,46081
23231216145300,27,46575
23231216145300,27,46579
23231216145300,27,46638
23231216145300,27,46643
23231216145300,27,47972
23231216145300,28,49521
23231216145300,28,49533
23231216145300,29,50004
23231216145300,29,50007
23231216145300,29,51394
23231216145300,30,51656
23231216145300,30,51769
23231216145300,30,52699
23231216145300,31,54118
23231216145300,31,54555
23231216145300,32,55750
23231216145300,32,55754
23231216145300,32,56632
23231216145300,32,56699
23231216145300,32,56701
23231216145300,32,56913
23231216145300,33,57093
23231216145300,33,57329
23231216145300,33,57333
23231216145300,33,57335
23231216173436,1,267
23231216173436,1,270
23231216173436,1,704
23231216173436,1,1225
23231216173436,2,2165
23231216173436,2,2853
23231216173436,2,2886
23231216173436,2,3071
23231216173436,2,3086
23231216173436,2,3192
23231216173436,3,3622
23231216173436,3,4308
23231216173436,3,4900
23231216173436,3,4998
23231216173436,5,7061
23231216173436,5,7382
23231216173436,5,7711
23231216173436,5,8059
23231216173436,5,8303
23231216173436,5,8306
23231216173436,5,8426
23231216173436,6,8787
23231216173436,6,8950
23231216173436,6,9023
23231216173436,7,10934
23231216173436,7,11720
23231216173436,7,11756
23231216173436,7,11788
23231216173436,8,12277
23231216173436,8,13552
23231216173436,9,14366
23231216173436,9,14431
23231216173436,9,14613
23231216173436,10,15998
23231216173436,11,17794
23231216173436,11,18096
23231216173436,11,18359
23231216173436,11,18362
23231216182937,5,4046
23231216182937,5,4220
23231216182937,5,4495
23231216182937,5,4499
23231216182937,5,5118
23231216182937,6,5160
23231216182937,6,5547
23231216182937,6,6008
23231216182937,6,6010
23231216182937,6,6190
23231216182937,7,7020
23231216182937,7,7112
23231216182937,7,7125
23231216182937,7,7272
23231216182937,7,7312
23231216182937,7,7471
23231216182937,7,7517
23231216182937,8,8098
23231216182937,8,8653
23231216182937,8,8655
23231216182937,8,8780
23231216182937,8,8940
23231216182937,8,9082
23231216182937,9,9589
23231216182937,10,10593
23231216182937,10,11124
23231216182937,10,11236
23231216182937,10,11366
23231216182937,10,11404
23231216182937,11,12388
23231216182937,11,12390
23231216182937,11,12606
23231216182937,11,13009
23231216182937,12,13325
23231216182937,12,13468
23231216182937,12,14014
23231216182937,13,14685
23231216182937,13,14907
23231216182937,13,15492
23231216182937,13,15615
23231216182937,14,15922
23231216182937,14,16371
23231216182937,14,16375
23231216182937,14,16431
23231216182937,14,16433
23231216182937,14,16739
23231216182937,14,16773
23231216182937,14,16786
23231216182937,15,17041
23231216182937,15,17045
23231216182937,15,17472
23231216182937,15,17791
23231216182937,15,17939
23231216182937,16,18785
23231216182937,16,19036
23231216194929,4,3493
23231216194929,4,3497
23231216194929,4,3697
23231216194929,5,4374
23231216194929,5,4961
23231216194929,6,5260
23231216194929,6,6290
23231216194929,7,6764
23231216194929,7,6767
23231216211119,4,3122
23231216211119,4,3124
23231216211119,4,3641
23231216211119,5,4032
23231216211119,5,4276
23231216211119,5,4279
23231216211119,5,4284
23231216211119,5,5065
23231216211119,5,5546
23231216211119,6,5858
23231216211119,6,7148
23231216211119,7,7432
23231216211119,7,7434
23231216211119,7,7792
23231216211119,7,8711
23231216211119,7,8864
23231216211119,8,9124
23231216211119,8,9588
23231216211119,8,9726
23231216211119,8,10027
23231216211119,8,10251
23231216211119,9,11317
23231216211119,9,11651
23231216211119,9,11654
23231216211119,9,11837
23231216211119,9,12009
23231216211119,10,12240
23231216211119,10,13079
23231216211119,10,13576
23231216211119,11,14665
23231216211119,11,14784
23231216211119,11,15090
23231216211119,12,16651
23231216211119,12,16695
23231216211119,13,17184
23231216211119,14,19964
23231216211119,14,19968
23231216211119,15,20228
23231216211119,15,20788
23231216211119,15,20953
23231216211119,15,20955
23231216211119,15,21444
23231216211119,16,22145
23231216211119,16,22454
23231216211119,17,23473
23231216211119,17,23851
23231216233807,4,4190
23231216233807,4,4196
23231216233807,5,4604
23231216233807,5,5629
23231216233807,5,5745
23231216233807,5,6955
23231216233807,6,8913
23231216233807,6,9852
23231216233807,6,9918
23231216233807,6,9957
23231216233807,7,10303
23231216233807,7,10358
23231216233807,7,10983
23231216233807,7,11332
23231216233807,7,12359
23231216233807,7,12702
23231216233807,8,14625
23231217135018,4,3200
23231217135018,4,3864
23231217135018,4,5356
23231217135018,4,5369
23231217135018,4,5849
23231217135018,5,9341
23231217135018,5,9626
23231217135018,6,10649
23231217135018,6,11050
23231217135018,6,11529
23231217135018,6,11536
23231217135018,6,11674
23231217135018,6,12732
23231217135018,7,13405
23231217135018,7,15202
23231217135018,7,15225
